"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1990655303122366596","Tue Nov 18 05:36:23 +0000 2025","0","ya lagian udah jelas makan bergizi gratis masa iya ga ada ahli gizi. kalo ngomong ga dipikir","1990655303122366596","","","in","","0","1","0","https://x.com/undefined/status/1990655303122366596","1905726490723201024",
"1990653832586801552","Tue Nov 18 05:30:32 +0000 2025","0","Dari desa-desa di pegunungan Papua hingga pelosok Nusa Tenggara Makan Bergizi Gratis telah menjadi bukti nyata kehadiran negara untuk anak-anak bangsa. #PenuhiGiziIndonesia","1990653832586801552","","","in","","0","0","0","https://x.com/undefined/status/1990653832586801552","1568062588264632321",
"1990653791029580123","Tue Nov 18 05:30:22 +0000 2025","0","Bagi anak-anak di daerah terpencil program Makan Bergizi Gratis bukan sekadar makanan tapi harapan #PenuhiGiziIndonesia https://t.co/ZWHRCyCbp6","1990653791029580123","https://pbs.twimg.com/media/G6A4TLQbMAApy3B.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653791029580123","1568062588264632321",
"1990653649870311893","Tue Nov 18 05:29:49 +0000 2025","0","Program Makan Bergizi Gratis (MBG) tidak hanya berdampak pada peningkatan gizi anak tetapi juga mendorong perputaran ekonomi lokal melalui pelibatan UMKM dan petani setempat. #PenuhiGiziIndonesia https://t.co/G4fqMVMi6g","1990653649870311893","https://pbs.twimg.com/media/G6A4XAVbQAA98lI.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653649870311893","1935165050320470018",
"1990653599064678909","Tue Nov 18 05:29:37 +0000 2025","0","Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal sebagai fondasi bagi terwujudnya Indonesia Emas 2045. #PenuhiGiziIndonesia https://t.co/LkBAhEX5Zg","1990653599064678909","https://pbs.twimg.com/media/G6A4WVRbEAAUpdW.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653599064678909","1935165050320470018",
"1990653576256106827","Tue Nov 18 05:29:31 +0000 2025","0","Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal sebagai fondasi bagi terwujudnya Indonesia Emas 2045. #PenuhiGiziIndonesia","1990653576256106827","","","in","","0","0","0","https://x.com/undefined/status/1990653576256106827","1935214199313154048",
"1990653549546815706","Tue Nov 18 05:29:25 +0000 2025","0","Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat cerdas dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia https://t.co/u2FLS4oyOh","1990653549546815706","https://pbs.twimg.com/media/G6A4cKubUAAit3N.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653549546815706","1935214199313154048",
"1990653524129239293","Tue Nov 18 05:29:19 +0000 2025","0","Program Makan Bergizi Gratis (MBG) bukan sekadar bantuan tapi investasi jangka panjang untuk membentuk generasi unggul yang sehat cerdas dan berdaya saing tinggi. Inilah langkah nyata menuju Indonesia Emas 2045. #PenuhiGiziIndonesia https://t.co/o5ohX8mB4n","1990653524129239293","https://pbs.twimg.com/media/G6A4bUUbMAAD-VV.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653524129239293","1935214199313154048",
"1990653394701455514","Tue Nov 18 05:28:48 +0000 2025","0","Program Makan Bergizi Gratis mendorong tumbuhnya usaha pangan lokal dan membuka lapangan kerja baru di berbagai daerah. #PenuhiGiziIndonesia https://t.co/gkt4sp5Xte","1990653394701455514","https://pbs.twimg.com/media/G6A4gdLboAAlm5h.jpg","","in","","0","0","0","https://x.com/undefined/status/1990653394701455514","109230368",
"1990652887039709535","Tue Nov 18 05:26:47 +0000 2025","0","MBG: Makan BerGIZI Gratis sekali lagi Makan Ber-GIZI Gratis jadi ya ahli gizi tetap dibutuhkan dong kocak. aneh bgt wakil rakyat tp tidak mau mendengar aspirasi rakyat WKWK","1990652887039709535","","","in","","0","0","0","https://x.com/undefined/status/1990652887039709535","482705014",
"1990652194190995918","Tue Nov 18 05:24:02 +0000 2025","0","lu mah salah makan jg gw bodoamat anj. tuhhhh anak anak udah seneng dapet makan gratis yg katanya bergizi tp pada keracunan. ahhhhh orang aneh.","1990652194190995918","","","in","","0","0","0","https://x.com/undefined/status/1990652194190995918","1806322706591494144",
"1990374363389149421","Tue Nov 18 05:24:00 +0000 2025","0","@tempodotco Gak setuju sama MBG tapi karena ini program prioritas rezim ini jadi yaudah aku terima. Tapi harusnya ada standar kesuksesan yg clear. MBG kan Makan BERGIZI Gratis jadi standar yg dikejar bukan cuma jumlah distribusinya tapi ketercukupan GIZInya.","1990652185693290719","","tempodotco","in","","0","1","0","https://x.com/undefined/status/1990652185693290719","273323095",
"1990651638571565198","Tue Nov 18 05:21:49 +0000 2025","0","Perjuangan melawan kelaparan dimulai sejak seorang ibu memilih menahan rasa sakit demi hidup kecil di dalam dirinya Program Makan Bergizi Gratis (MBG) juga menyasar para Ibu Hamil https://t.co/bb97PfK7xT","1990651638571565198","https://pbs.twimg.com/ext_tw_video_thumb/1990651582250422272/pu/img/VmRw0uaL6Xmvt72I.jpg","","in","","0","0","0","https://x.com/undefined/status/1990651638571565198","1894375680764514308",
"1990649659191443610","Tue Nov 18 05:13:57 +0000 2025","1","Dari jauh terdengar teriakan kecil penuh semangat MBG datang ! Anak-anak antre rapi wajah ceria semua. Menu sehat hari ini bikin mereka makin semangat belajar. Makan Bergizi Gratis MBG bukan sekadar makanan ini energi harapan untuk tumbuh kuat dan cerdas. https://t.co/9n8UHL57ef","1990649659191443610","https://pbs.twimg.com/ext_tw_video_thumb/1990649616745050112/pu/img/OhzngG4Bh0YtrTHb.jpg","","in","","0","0","1","https://x.com/undefined/status/1990649659191443610","1849800948287406086",
"1990649259650327001","Tue Nov 18 05:12:22 +0000 2025","1","Anak-anak pulang sekolah dengan senyum yang nggak habis-habis. Kotak Makan Bergizi Gratis MBG dibuka bareng ada yang langsung makan ada yang pamer isinya ke teman. Suasana riuh tapi hangat. Begini rasanya kebahagiaan sederhana yang menguatkan masa depan mereka. https://t.co/kyI5kDZxpJ","1990649259650327001","https://pbs.twimg.com/media/G6A087xboAAdIgM.jpg","","in","","0","0","0","https://x.com/undefined/status/1990649259650327001","1849800948287406086",
"1990648416532324796","Tue Nov 18 05:09:01 +0000 2025","0","Badan Gizi Nasional luncurkan layanan pengaduan khusus program Makan Bergizi Gratis MBG. Kepala BGN Dadan Hindayana mengatakan masyarakat dapat sampaikan pengaduan seputar program MBG dengan telepon call center Sentra Aduan Gizi Indonesia atau SAGI di nomor 127 yang beroperasi","1990648416532324796","","","in","","0","0","0","https://x.com/undefined/status/1990648416532324796","145121986",
"1990647886502404353","Tue Nov 18 05:06:55 +0000 2025","1","Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal sebagai fondasi bagi terwujudnya Indonesia Emas 2045. #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/EmxDAn6viC","1990647886502404353","https://pbs.twimg.com/media/G6AzsZIbMAIouAO.jpg","","in","","1","0","0","https://x.com/undefined/status/1990647886502404353","1981551563002040327",
"1990647823369712064","Tue Nov 18 05:06:40 +0000 2025","0","Program Makan Bergizi Gratis (MBG) kembali menunjukkan dampak nyata di lapangan Di SD Katolik Wee Pangali Sumba Barat Daya para guru mengungkapkan bahwa motivasi terbesar siswa untuk tetap hadir di sekolah bahkan saat sedang kurang sehat https://t.co/JvnJykbWuv","1990647823369712064","https://pbs.twimg.com/amplify_video_thumb/1990647765635117056/img/_GmHS3Rjf9pO3B9K.jpg","","in","","0","0","0","https://x.com/undefined/status/1990647823369712064","1342707815094206464",
"1990647690942951734","Tue Nov 18 05:06:08 +0000 2025","0","Dalam mendukung program Presiden Republik Indonesia tentang makan bergizi gratis Babinsa Kelurahan Alak Serka Hasan Basri bersama Babinsa Penfui Koramil 1604-07/Alak Serka Yaner Neonmetha melaksanakan pengawasan kegiatan Satuan Pelayanan Pemenuhan Gizi (SPPG). https://t.co/qHR8jmousF","1990647690942951734","https://pbs.twimg.com/media/G6AzhiZbMAAX36g.jpg","","in","","0","0","0","https://x.com/undefined/status/1990647690942951734","1569537749996404739",
"1990647670080417996","Tue Nov 18 05:06:03 +0000 2025","1","Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat cerdas dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/XxIwH4L8MI","1990647670080417996","https://pbs.twimg.com/media/G6Azf4uaQAAEix7.jpg","","in","","1","0","0","https://x.com/undefined/status/1990647670080417996","1981551563002040327",
"1990647569723371610","Tue Nov 18 05:05:39 +0000 2025","1","Program Makan Bergizi Gratis (MBG) bukan sekadar bantuan tapi investasi jangka panjang untuk membentuk generasi unggul yang sehat cerdas dan berdaya saing tinggi. Inilah langkah nyata menuju Indonesia Emas 2045. #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/p34Z9JGlUx","1990647569723371610","https://pbs.twimg.com/media/G6AzaTObMAMsyb5.jpg","","in","","1","0","0","https://x.com/undefined/status/1990647569723371610","1981551563002040327",
"1990647409941295110","Tue Nov 18 05:05:01 +0000 2025","1","Program Makan Bergizi Gratis mendukung pemenuhan gizi anak sejak dini sehingga meningkatkan kualitas kesehatan dan daya saing generasi muda Indonesia. #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/W2M8w927PL","1990647409941295110","https://pbs.twimg.com/media/G6AzQ0faEAAln8g.jpg","","in","","1","0","0","https://x.com/undefined/status/1990647409941295110","1981551563002040327",
"1990647404291301767","Tue Nov 18 05:05:00 +0000 2025","0","BGN menerapkan aturan baru: yayasan dibatasi mengelola 10 dapur per provinsi hal ini dilakukan agar terjadi keadilan dan pemerataan dan menghindari mafia yg mengambil keuntungan dalam program Makan Bergizi Gratis. #LanjutkanMBG Jumat Kliwon #KimJiWon Film Danyang Wingit https://t.co/VesRIXkEuz","1990647404291301767","https://pbs.twimg.com/media/G6AWr4bbMAMZpxT.jpg","","in","","0","0","0","https://x.com/undefined/status/1990647404291301767","326453024",
"1990647266626187561","Tue Nov 18 05:04:27 +0000 2025","4","Eh jd beneran dong kalo ahli gizi tidak dibutuhkan namanya bukan makan bergizi gratis Makan berㅡn gratis","1990647266626187561","","","in","","0","0","0","https://x.com/undefined/status/1990647266626187561","1443234456882454529",
"1990647090150887618","Tue Nov 18 05:03:45 +0000 2025","1","Program Makan Bergizi Gratis selalu memberikan kekuatan baru bagi anak-anak dan masyarakat. Dukung terus Program MBG! #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/J3tu4fTR1y","1990647090150887618","https://pbs.twimg.com/media/G6Ay-RbaEAA2wvX.jpg","","in","","1","0","0","https://x.com/undefined/status/1990647090150887618","1981551563002040327",
"1990646887159115892","Tue Nov 18 05:02:56 +0000 2025","1","Program Makan Bergizi Gratis mendorong tumbuhnya usaha pangan lokal dan membuka lapangan kerja baru di berbagai daerah. #PenuhiGiziIndonesia #DariMBGUntukIndonesiaHebat https://t.co/U0jgrGniIF","1990646887159115892","https://pbs.twimg.com/media/G6AyykkbMAI4wwa.jpg","","in","","1","0","0","https://x.com/undefined/status/1990646887159115892","1981551563002040327",
"1990646782414762224","Tue Nov 18 05:02:32 +0000 2025","0","Program Makan Bergizi Gratis (MBG) udah nyentuh 44 juta penerima! Prabowo nyebut ini salah satu pencapaian tercepat &amp; terbesar di dunia! Swipe buat berita selengkapnya. #news #berita #indonesia https://t.co/sM0H2puDkH","1990646782414762224","https://pbs.twimg.com/media/G6AyseTaQAAhZT6.jpg","","in","","0","0","0","https://x.com/undefined/status/1990646782414762224","1879736924661075968",
"1990646761782939890","Tue Nov 18 05:02:27 +0000 2025","0","Sebel banget liat ini anak muda mengkritik dan ngasih saran malah dibilang Arogan . Ya mending jangan dikasih nama makan bergizi gratis kalo gamau pake ahli gizi","1990646761782939890","","","in","","0","0","0","https://x.com/undefined/status/1990646761782939890","706807855861604352",
"1990646649136558111","Tue Nov 18 05:02:00 +0000 2025","0","Kerja Nyata Badan Gizi Nasional meluncurkan Sentra Aduan Gizi Indonesia (SAGI) di nomor call center 127 untuk pelaporan dan aduan terkait persoalan dalam pelaksanaan program Makan Bergizi Gratis. #LanjutkanMBG Cucun Nathalie Holscher Serum Aaliyah Massaid #GraffxGULF https://t.co/blS4UWoQVq","1990646649136558111","https://pbs.twimg.com/media/G6AVdLebMAIpC8W.jpg","","in","","0","0","0","https://x.com/undefined/status/1990646649136558111","326453024",
"1990644240481988886","Tue Nov 18 04:52:25 +0000 2025","0","Sudah tahu layanan baru dari BGN? SAGI 127 siap menerima aduan dan konsultasi 24 jam untuk program Makan Bergizi Gratis. Yuk laporkan jika ada pelaksanaan yang kurang sesuai karena gizi anak Indonesia adalah haknya! https://t.co/N91HemLVsR","1990644240481988886","https://pbs.twimg.com/amplify_video_thumb/1990644162069438465/img/bJBGXsfbrxv7_ogw.jpg","","in","","0","0","0","https://x.com/undefined/status/1990644240481988886","1515041042428579843",
"1990642134094152072","Tue Nov 18 04:44:03 +0000 2025","0","Polsek Wanea Pantau Penyaluran Makan Bergizi Gratis SPPG Polda Sulut di 12 Sekolah Wilayah Kecamatan Wanea https://t.co/hlML2gwC4w","1990642134094152072","https://pbs.twimg.com/media/G6AudvUbMAAtBGD.jpg","","in","","0","0","0","https://x.com/undefined/status/1990642134094152072","783548203543236610",
"1990641130858590460","Tue Nov 18 04:40:04 +0000 2025","5","Wakil Ketua DPR RI Cucun Ahmad Syamsurijal menyebut program Makan Bergizi Gratis (MBG) tidak memerlukan ahli gizi. Pernyataan itu terekam dalam Rapat Konsolidasi SPPG Kabupaten Bandung pada (16/11). https://t.co/lnkpTZPL1v","1990641130858590460","https://pbs.twimg.com/amplify_video_thumb/1990640723147055104/img/0xXKkNkJWMd4UAEj.jpg","","in","","0","1","4","https://x.com/undefined/status/1990641130858590460","1521159020",
"1990640083633131603","Tue Nov 18 04:35:54 +0000 2025","0","Badan Gizi Nasional mengimbau masyarakat memanfaatkan lahan untuk bertani dan beternak sebagai upaya memenuhi bahan pangan program Makan Bergizi Gratis (MBG). https://t.co/q2mhHA4hpl","1990640083633131603","https://pbs.twimg.com/media/G6AsmNvawAANqSA.jpg","","in","","0","0","0","https://x.com/undefined/status/1990640083633131603","1723299227277959168",
"1990635028607574290","Tue Nov 18 04:35:37 +0000 2025","0","@InformaPrintech Dukung Program Makan Bergizi Gratis","1990640009574240744","","InformaPrintech","in","","0","0","0","https://x.com/undefined/status/1990640009574240744","1582585910347976704",
"1990637980197998896","Tue Nov 18 04:32:05 +0000 2025","0","Udah ribuan anak keracunan what so called makan bergizi gratis ini minimal ingat akhirat.","1990639120910332251","","flamelessbean","in","","0","0","0","https://x.com/undefined/status/1990639120910332251","1152468540550553600",
"1990638766114156632","Tue Nov 18 04:30:40 +0000 2025","0","Mantap nih Program Makan Bergizi Gratis aja udah banyak bantu anak-anak kita. Terus kayak gini Pak Prabowo #KinerjaPemerintahRI https://t.co/HFmob2yjqQ","1990638766114156632","https://pbs.twimg.com/media/G6ArZxfbMAE6h4m.jpg","","in","","0","0","0","https://x.com/undefined/status/1990638766114156632","1943942778326855682",
"1990222341687910706","Tue Nov 18 04:28:44 +0000 2025","1","@dosenkesmas Gak masuk akal anjay namanya juga MBG Makan BERGIZI Gratis. Kalo gak sama ahli gizi TERUS APAAN BJIR. DIPIKIR GIZI CUMA KARBO VIT A VIT B DLL DOANG APA?? euegghhhhdhdhjfjd gue bucatin juga perut lu pake jarum pentul.","1990638276815069596","","dosenkesmas","in","","0","0","0","https://x.com/undefined/status/1990638276815069596","1416816605921644546",
"1990638344536232124","Tue Nov 18 04:29:00 +0000 2025","0","Makan bergizi gratis? Apa harapanmu dari program ini? #MakanBergiziGratis #GiziTumbuhEkonomiBergerak https://t.co/IlLCHrECFo","1990638344536232124","https://pbs.twimg.com/media/G6ArBJQaEAArIWU.jpg","","in","","0","0","0","https://x.com/undefined/status/1990638344536232124","359802769",
"1990638596584260068","Tue Nov 18 04:30:00 +0000 2025","0","Dokter dan ahli gizi masyarakat Tan Shot Yen mengkritisi Wakil Ketua DPR RI Cucun Ahmad Syamsurijal yang menyebut peran ahli gizi tidak diperlukan dalam program Makan Bergizi Gratis (MBG). https://t.co/qlxVKPeWbi","1990638596584260068","","","in","","0","0","1","https://x.com/undefined/status/1990638596584260068","68930552",
"1990638108841546016","Tue Nov 18 04:28:04 +0000 2025","0","Wah mantap Program Makan Bergizi Gratis aja udah banyak bantu anak-anak kita. #KinerjaPemerintahRI https://t.co/zls5qW6Zvt","1990638108841546016","https://pbs.twimg.com/media/G6Aqz3vaEAA3_5t.jpg","","in","","0","0","0","https://x.com/undefined/status/1990638108841546016","624674757",
"1990637649737220580","Tue Nov 18 04:26:14 +0000 2025","0","Data survei menunjukkan 89 8% responden menilai program MBG (Makan Bergizi Gratis) sangat bermanfaat salah satu pilar kepuasan publik di era #KinerjaPemerintahRI https://t.co/YFwPoDqAQe","1990637649737220580","https://pbs.twimg.com/media/G6AqYycbMAMiOKz.jpg","","in","","0","0","0","https://x.com/undefined/status/1990637649737220580","1722079698103181312",
"1990637596914208895","Tue Nov 18 04:26:02 +0000 2025","0","Presiden Prabowo Subianto lagi-lagi berbicara soal kasus keracunan akibat Makan Bergizi Gratis (MBG). Prabowo menilai salah makan kerap terjadi termasuk dirinya yang makan di rumah sekalipun. https://t.co/QT2Pf2TU3l","1990637596914208895","https://pbs.twimg.com/media/G6AqVx1bUAEYCVB.jpg","","in","","0","0","0","https://x.com/undefined/status/1990637596914208895","1734926887",
"1990637391158390832","Tue Nov 18 04:25:12 +0000 2025","0","Survei Great Institute: 85 8% publik puas dengan kinerja setelah setahun. Publik merasa langsung merasakan manfaat program seperti Makan Bergizi Gratis &amp; penguatan koperasi desa. #KinerjaPemerintahRI https://t.co/NVkvG90K4X","1990637391158390832","https://pbs.twimg.com/media/G6AqJwfbQAA_mzk.jpg","","in","","0","0","0","https://x.com/undefined/status/1990637391158390832","1722078118306000897",
"1990637281926132034","Tue Nov 18 04:24:46 +0000 2025","0","Presiden RI Prabowo Subianto memamerkan Indonesia yang bisa memberikan Program Makan Bergizi Gratis (MBG) kepada 40 juta orang dalam waktu kurang dari satu tahun. https://t.co/bg7qAbpscu","1990637281926132034","https://pbs.twimg.com/media/G6AqDapbMAkBHDk.jpg","","in","","0","0","0","https://x.com/undefined/status/1990637281926132034","1734926887",
"1990637068054376738","Tue Nov 18 04:23:55 +0000 2025","0","Kisah mengharukan dari Sumba Barat Daya: demi menu Makan Bergizi Gratis anak-anak kini lebih rajin masuk sekolah! MBG bukan hanya soal gizi tapi motivasi baru untuk bertahan dan belajar. Perubahan nyata dalam 9 bulan. Mari terus dukung! ️ https://t.co/zpkCiNujAR","1990637068054376738","https://pbs.twimg.com/ext_tw_video_thumb/1990636904736534528/pu/img/pEnYQgwOVwr9sbll.jpg","","in","","0","4","0","https://x.com/undefined/status/1990637068054376738","1446016473911087106",
"1990636829423661502","Tue Nov 18 04:22:59 +0000 2025","0","I'm thinking about the MBG program in Indonesia like why should we call it as 'Makan Bergizi Gratis' when in fact it's not meeting the preliminary student nutrition adequateness on their breakfast/lunch time? Why don't we just call it a FREE breakfast/lunch instead?","1990636829423661502","","","en","","0","2","0","https://x.com/undefined/status/1990636829423661502","250051114",
"1990636041452298295","Tue Nov 18 04:19:51 +0000 2025","0","Program makan bergizi gratis sangat banyak bermanfaat bagi anak-anak serta meningkatkan perekonomian masyarakat lokal. https://t.co/2CIx0aMQDI","1990636041452298295","https://pbs.twimg.com/media/G6Ao7iBa8AAQbmw.jpg","","in","","0","0","0","https://x.com/undefined/status/1990636041452298295","1859990476381995008",
"1990635953048989809","Tue Nov 18 04:19:30 +0000 2025","0","Langkah nyata untuk mewujudkan generasi penerus yang tangguh. Pemberian makan bergizi gratis adalah pondasi penting bagi kesehatan dan kecerdasan siswa sejak dini. #GenerasiCerdas #IndonesiaSehat https://t.co/N8WBsRhuMH","1990635953048989809","https://pbs.twimg.com/media/G6AohaYawAAwbkP.jpg","","in","","0","0","0","https://x.com/undefined/status/1990635953048989809","1358795592302882823",
